text,img,label
RT @WatchCTVNews: LIVE NOW: Cops swarm Parliament Hill following reports of a shooting,1700,1
The soldier shot dead in Wednesday's Ottawa attacks has been named as Cpl. Nathan Cirillo of #HamOnt #ottawashooting,1796,1
People are gathering at the site where #Ferguson police killed 17-year-old #MikeBrown. Police have swarmed the area.,999,0
"#OTTAWA SHOOTING: Police killed 1 guman, believe 2 or 3 still at large - reports",1728,1
Gallery: Tank &amp; armoured car seen near #CharlieHebdo seige outside Paris (by @heathcliffom),932,1
"Wow. Turkish pro-gov newspaper claims US media totally ignored #Ferguson, news blackout etc..",1302,0
"Daily Telegraph #sydneysiege front page with comment piece ""The instant we changed forever""",1887,0
URGENT: 3 gunmen involved in deadly attack on #CharlieHebdo - French interior minister,858,1
A crowd gathers near Martin Place. #sydneysiege,1855,0
"MT @davpope Can't sleep, thoughts with my French cartooning colleagues, their families &amp; loved ones #CharlieHebdo",269,0
"Cartoonists around the world continue to show support for #CharieHebdo, this by famous #DRCongo's Kash #JeSuisCharlie",450,0
"Surreal photo from Ottawa: doors to the Tory Caucus Room on Parliament Hill, blockaded with furniture. Wow. #cdnpoli",1624,0
Support #CharlieHebdo and show Islamists we wont be scared. Pls retweet the most offensive #CharlieHebdo cartoons!!,454,0
Scene at Paris HQ of satirical magazine Charlie Hebdo - police confirm gunmen kill at least 10,805,1
#BREAKING Minister of Employment Jason Kenney confirms the soldier shot in Ottawa is dead,1754,1
"Children among at least six people taken hostage at kosher store, reports say. #ParisAttacks",727,0
BREAKING: Now free to confirm that radical cleric Sheikh Man Monis has been named as gunman behind #SydneySiege.,2255,1
We are calling on all to #PrayForHostages &amp; that Australia will not be hostage to fear &amp; hate.  #sydneysiege,1852,0
Better Family life out here in the #FERGUSON community offering therapy for the residents of Canfield #MikeBrown,1140,0
"Let there be more, not less.  #CharlieHebdo",74,0
In photos: Scenes from Canada's dark day #ottawashooting,1682,0
The pen has always been and will always be mightier than the sword.  #JeSuisCharlie @Charlie_Hebdo_,580,0
Canadian soldier shot in Ottawa a reservist from Hamilton,1751,1
Yesterday💪Today 💪💪Tomorrow 💪💪💪 #JeSuisCharlie,292,0
Photo of man that is holding hostages in the second location in #Paris,692,0
"Google is donating nearly $300,000 to Charlie Hebdo",652,0
"A crazy world we live in. A hostage crisis metres away &amp; peoples' 1st thought is ""let's take a selfie"" #sydneysiege",1940,0
Paris #CharlieHebdo attack: 'This is the worst act of terrorism in France for 50 years',171,0
"UPDATE: Two hostage situations in France are linked, Paris prosecutor says:",973,1
UPDATE: Police confirm they have made contact with the gunman. There are no reported injuries. #9News,2188,1
Minute's silence to be held in France at top of the hour to remember victims of the Paris shooting. #JeSuisCharlie,409,0
#CharlieHebdo I am speechless,243,0
"17 journalists massacres by Israel in Gaza, 2014. Where were these ""freedom of speech"" people then? #CharlieHebdo",491,0
Realist picture you will see today.. #Ferguson,1118,0
Just arrived at scene of massacre #Paris #charliehebdo,2,0
This is not okay. #Ferguson,1018,0
Charlie Hebdo: Fox news anchor suggests skin colour helps identify 'typical bad guys',786,0
"""if you Retweet or Screenshot. Just spread the word we need #Justice"" #ferguson #stlouis #MO  #uniteblue #libcrib #p2",1049,0
It would go some way as a tribute to those killed at #CharlieHebdo if papers in every democracy published this Thurs,21,0
JUST IN | #France - Shooters target muslim family in their car.,367,0
Cartoonists around the world respond to the #CharlieHebdo killings:,489,0
Check this photo via journo @EliseBarthet. Alleged pic of the gunmen facing a police car near #CharlieHebdo offices:,24,0
World pays tribute to victims of #CharlieHebdo massacre,521,0
"At times like these it is important to stand together as a nation. #CanadaStrong #Ottawa Stay safe, remain vigilant!",1626,0
Israel shares France's pain and grief.  #CharlieHebdo,673,0
"Special forces evacuate local residents in Saint-Mande, near Porte de Vincennes in Paris. Photo @MartinBureau1 #AFP",725,0
So now let's talk seriously about #CharlieHebdo and Western double standard on freedom of speech,346,0
Latest update on the situation in Martin Place from @nswpolice #SydneySiege,1849,0
#BreakingNews #ferguson chief says the name of the officer that shot #MichaelBrown will be released this morning,1352,1
Sums up the absurdity of the killings. #CharlieHebdo (by @davpope),262,0
Here's what we do and don't know about the #SydneySiege,1945,0
Gunman in third shootout reportedly same man who killed police officer in this attack on Thurs,945,1
Here's why the Germanwings crash scenario is less likely in the U.S.,1505,0
"Still amazed by Uderzo's tributes to #CharlieHebdo. He's 87, but style, line, attitude unchanged. #InimitableGaul",705,0
BREAKING: Gunmen displaying Islamist flag take hostages in Sydney,2118,1
"Gunmen in #CharlieHebdo attack  ""will (be) chased as long as necessary,"" French President says",100,0
This is what courage and duty look like... #CharlieHebdo,672,0
"A history of Charlie Hebdo, the satire magazine targeted in Wednesday's terrorist attack",314,0
Video has emerged showing the moment gunmen opened fire at #CharlieHebdo's HQ in Paris.,38,0
UPDATE: Cop fatally shot as France hunts #CharlieHebdo massacre suspects,890,1
"Protestors have blocked West Florissant, a major street in St. Louis County. #Ferguson",1050,0
DEVELOPING: #CharlieHebdo shooting suspects holed up in premises of construction company,927,1
The Earth without Art is just 'Eh'. #streetart #JeSuisCharlie,466,0
"Witness: ""He threw his hands up and they shot him. The boy fell and they shot him some more."" #Ferguson",1019,0
VIDEO: Emotional scenes at Lille! As fans sing the National anthem for #CharlieHebdo victims!..,484,0
"Best response to the #Islamic terrorists who attacked #CharlieHebdo, is to republish their cartoons over &amp; over again",155,0
"Reports gunmen shouted ""Allahu Akbar"" &amp; ""the prophet was avenged"". If we don't share these, they win. #JeSuisCharlie",846,1
Over 65k Twitter users show solidarity with French satirical magazine #CharlieHebdo,178,0
This is the soldier who died today at the #Ottawa War Memorial. His name is Cpl. Nathan Cirillo. #RIP #OttawaStrong,1830,1
Wow...A man picks up burning tear gas can and throws it back at police. #ferguson pic by @kodacohen @stltoday,1092,0
Why Canada is great RT @BadatYusuf: Message from Toronto Police to Imams and Mosques in wake of #OttawaShootings:,1691,0
World's artists react to #CharlieHebdo massacre with powerful drawings,341,0
Police have surrounded this building where the suspected #CharlieHebdo attackers are holed-up,942,1
This is the #CharlieHebdo cover of Prophet Mohammed that provoked firebombing of its offices,13,0
"Mad respect for this girl in the ruins of Aleppo, Syria holding up a #JeSuisCharlie sign.",752,0
"#Religion Of COWARDS-&gt;Hostages Forced Display Islamic Flag, Women Used AsShields",2173,1
#Breaking: Soldier killed at war memorial identified as Cpl. Nathan Cirillo #ottawashooting,1787,1
"#Ferguson picture from earlier in the day, high powered rifles trained on protesters",1083,0
FOX NEWS ALERT: Search and rescue underway...teams headed to Germanwings plane crash site in French Alps,1419,0
Smoke rises from site where Charlie Hebdo suspects holed up,766,0
"Page one of Tuesday's Sydney Morning Herald, first edition. #sydneysiege",2009,0
Only thing this Murdoch tabloid front page achieves is to further terrorise family members of #SydneySiege hostages,1906,0
"Hero. @affanchowdhry: Kevin Vickers, head of security in parliament, being credited for taking down shooter #Ottawa",1756,1
"#sydneysiege We sit in the reality of grief, shock and unknowing. For this moment that is enough.",1870,0
‘Muslims don't believe in freedom of speech� � radical cleric Chaudry,646,0
How the #CharlieHebdo terrorist attack unfolded:,149,0
"LIVE: ""People panicking; told to stay indoors when everyone wants to return home""",1877,0
Dogs? In 2014? #Ferguson RT @AntonioFrench: Right now in #Ferguson MO following the killing of 17-year-old #MikeBrown,1014,0
Latest on the manhunt for Charlie Hebdo attackers:,925,1
#Banksy's take on #CharlieHebdo. #JeSuisCharlie #NousSommesCharlie,861,1
SWAT overlooks protestors in #Ferguson. They've all moved to sidewalk.,1178,0
#Ottawa: MP Gerry Byrne inside building on lockdown. Says this is tactical team. Live coverage,1721,1
VIDEO from the scene of fatal shooting in Paris,20,0
A siege in Sydney suggests a new trend in jihadist violence may have reached Australia,2057,0
#HamOnt reservist Nathan Cirillo was on duty in Ottawa today when he was fatally shot.,1789,1
Charlie Hebdo attackers were two masked men brandishing Kalashnikovs and rocket launchers,816,1
Live video from standoff north of Paris with brothers suspected in the Charlie Hebdo attack,775,0
"Muslim community reacts with 'horror, aversion' to #SydneySiege, @Mo_Taha1 reports",1960,0
UPDATE: Total of 5 people have been able to get out of Sydney cafe during hostage situation:,2201,1
Brilliant cartoons continue to emerge in wake of #Charliehebdo attack. This one via @lectrr,363,0
"Sydney cafe in hostage crisis may hold up to 10 staff and perhaps 30 customers, Lindt says",2138,1
"""Love is stronger than hate"": #CharlieHebdo cover after Molotov cocktail attack on its offices in 2011",103,0
Police with guns drawn at seen of war memorial shooting. @ctvottawa,1583,0
Here's what we know so far about the #Germanwings flight that crashed in the French Alps,1468,0
Proudly at his post #NathanCirillo            This nation thanks you and your family  #OttawaShooting,1811,1
Charlie Hebdo will print 1 million copies of next issue.,602,0
Security bulletin from Parliament Hill: #ottawa,1631,0
Mother/Daughter team in #Ferguson.  Daughter just took bar.  Will be civil rights Atty,1301,0
Who is scared? Sify cartoon. #CharlieHebdo,660,0
Video of hostages running from #SydneySiege cafe,2066,0
Sydney siege: Australians use Twitter to counter Islamophobia -,1973,0
The barricade of chairs MPs built to protect themselves from #OttawaShootings,1659,0
who takes a selfie in the middle of a hostage siege ? well these idiots do #sydneysiege,1923,0
French police named two suspects in killing of policewoman in Montrouge:,728,0
Helpful for people watching and covering the events in Ottawa today (via @onthemedia). Be safe everyone. #cdnpoli,1593,0
"BREAKING: Hostages taken in central #Sydney café, jihadist flag held against window",2106,1
"BREAKING: Suspects in the #CharlieHebdo attack are dead, local mayor says. Watch updates live:",792,0
"This @johnlegend exchange is definitely the best thing to come out of Twitter, ever. #Ferguson",1267,0
France’s La chaine méteo weather site says weather “calm� in area of #4U9525 crash,1430,0
Look at his arrive time on the report. This man was still in the store. Exlplain this. #Ferguson #FergusonShooting,1368,1
"Hostages Held In Downtown Sydney Cafe � Live updates from @BuzzFeedNews, @BuzzFeedOz",2152,1
"When free speach die, we die. All thoughts to #CharlieHebdo who on this issue wrote ""Love is stronger than hate""",77,0
"#CharlieHebdo: Now is the time to uphold freedoms, not give in to fear - @SimonJenkins4",219,0
These cartoons are poignant tributes to victims of the Charlie Hebdo attack,757,0
More #breaking: @CNN confirms name of soldier who was killed in #OttawaShooting as Nathan Cirillo. @paulanewtonCNN,1834,1
A Great Grandmother in #Ferguson came out &amp; stood with the young for #MikeBrown.  This is our city.,1079,0
"The #sydneysiege has now entered its 14th hour. Police are still doing ""all they can"" |",1993,0
"DRAMATIC PHOTO:Woman running from #SYDNEYSIEGE cafe, unknown number of hostages remain trapped",2228,1
BREAKING: Car chase under way in Paris as officers pursue #CharlieHebdo suspects down motorway,914,1
French forensic experts examine car used by armed gunmen who stormed offices of Charlie Hebdo,89,0
"UPDATED: Soldier dead, 2 others injured in Parliament Hill siege; 1 gunman dead",1819,1
Deserted grounds of the evacuated #Sydney Opera House - More on our LIVE page:,2171,1
A minute's silence for the journalists and those who protected them. #JeSuisCharlie,419,0
They didn't give the chief no type of time to rehearse his lines and now he stuck looking like... #Ferguson,1300,0
What we know so far about the #CharlieHebdo attack and the double hostage-takings in France,754,0
"""I strongly condemn the horrific shooting at the offices of Charlie Hebdo magazine in Paris"" —President Obama",185,0
This cartoon from Gado nails it - #JeSuisCharlie @iGaddo,373,0
"What we know about Sheikh Haron, the suspected hostage taker in #SydneySiege",2268,1
"#CharlieHebdo’s most controversial religious covers, explained--PHOTOS:",508,0
Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP,985,1
A good summary via @AntonLaGuardia. #JeSuisCharlie #CharlieHebdo,377,0
Thank you French #Muslim Ahmed Merabet for your heroism in fighting terror! #ParisAttack #JeSuisCharlie #CharlieHebdo,551,0
At the war memorial in. Ottawa. A soldier has been shot. They are giving him treatment now. #breaking,1694,1
Field near printers has become a makeshift helicopter pad for airforce and gendarmerie Puma helicopters #charliehebdo,935,1
Cartoonist Stephane Charbonnier was critically injured in the attack (LeFigaro) #CharlieHebdo,824,1
Breaking News: 2 hostage standoffs right now in France. 1 involves #CharlieHebdo suspects.,729,0
Met Officers observe 2 minute silence #PoliceTributeToParis outside New Scotland Yard #CharlieHebdo,432,0
"#SYDNEY: Gunman tall man in late 40s, dressed in black � eyewitness",1919,0
When white folks start discussing how POC should respond to blatant or covert racism &amp; oppression. -_- #Ferguson,1084,0
"More startling statistics about the segregated population of #Ferguson, Mo.",1152,0
Images of the #SydneySiege,1873,0
Spread this cover in solidarity with the victims at Charlie Hebdo. Don't let the sword conquer the pen.,26,0
French fashion unites again terror:,658,0
BREAKING UPDATE: The latest footage from Sydney siege shows a man holding a female hostage as a human shield. #9News,2143,1
"Counter terrorism expert Colonel Mike Dewar says Paris will have been put on ""virtual shutdown"" #CharlieHebdo",206,0
88-year-old Creola Mccalister has joined the youth in #Ferguson,1072,0
A picture of the gunman inside Lindt cafe at Martin Place. Updates:,2129,1
4 arrested in Times Square after march supporting #Ferguson,1233,0
Anonymous hacking group threatens the #Ferguson police in wake of the murder of Mike Brown --&gt;,1063,0
Photos of alleged robbery involving Michael Brown in #Ferguson (via police),1367,1
"#JeSuisCharlie trending Worldwide - over 56,000 tweets (via @Trendsmap). More via @BBCTrending",197,0
Islamic flag flown as 13 hostages in Sydney's CBD forced against windows,2113,1
"'Break one, thousand will rise' Awesome solidarity cartoons in support of #CharlieHebdoAttack victims #JeSuisCharlie",335,0
"Soldier shot, Parliament locked down after gunfire erupts at war memorial. Developing story:",1706,1
"Map of the locations of shootings in Ottawa, at War Memorial, House of Commons and nearby mall",1763,1
BREAKING NEWS: Germanwings flight GWI18G crashes in French Alps:,1404,0
"""Love Stronger Than Hate."" All our thoughts with #CharlieHebdo",12,0
Update: Five hostages escape as a gunman continues siege in Sydney cafe,2237,1
"French police release pictures of two suspects described as ""armed and dangerous"". More:",703,0
"Gunshots heard as well as shouts of ""Allahu Akbar!"" in amateur videos of #CharlieHebdo attack",833,1
Nice work from Banksy #JeSuisCharlie,866,1
Does publishing anti #Muslim #CharlieHebdo cartoons count as solidarity against the Muslim cop who was slain as well?,408,0
A woman runs to police from cafe in Sydney during hostage crisis,2210,1
The Australian Muslim community releases a statement with regard to #Sydneysiege,1941,0
Construction workers gather in front of #Sydney Opera House after evacuation:,2154,1
"Pictured: Ahmed Merabet, hero officer executed in #CharlieHebdo attack",398,0
Muslims are not terrorists #CharlieHebdo #prisedotage #JeSuisAhmed,669,0
This is probably the greatest thing I've seen so far #Ferguson #MikeBrown,1262,0
#JeSuisCharlie trends worldwide: Online solidarity after Charlie Hebdo attack,251,0
.@nswpolice will not confirm how many #sydneysiege hostages left in #lindtcafe,1930,0
24 of the most powerful cartoons related to the #CharlieHebdo tragedy:,485,0
#CharlieHebdo: Nothing can justify attack &amp; those who organised &amp; committed these crimes should be brought to justice,47,0
#Germanwings Airbus is first crash of airliner on French soil since Concorde disaster:,1479,0
"Dual hostage crisis ends: #CharlieHebdo suspects killed, ‘several hostages freed� at supermkt",780,0
"In case YouTube vid disappears, here's childhood friend on tonight's #Ferguson ""drive by"" #Bullshit #OpFerguson",1346,1
How police treat white #opencarry supporter vs an unarmed black teen. Wonder why? #MikeBrown #Ferguson,1042,0
.@HarvardBLSA students stand in solidarity with #MikeBrown &amp; the #Ferguson community. #HandsUpDontShoot #HBLSA,1272,0
#JeSuisCharlie vigils held around the world - in pictures,340,0
Keep your eyes on @ryanjreilly 's tweets. The @HuffingtonPost journalist is on the ground in #Ferguson right now.,1183,0
Exactly how often do police shoot unarmed black men?,1271,0
Reports: Alleged Sydney hostage taker was charged as accessory to ex-wife's murder,2055,0
#Ferguson police say shooting death of Michael Brown came after teen was suspect in robbery:,1371,1
The latest on the manhunt for Charlie Hebdo suspects:,944,1
This is well written and comforting as well. #sydneysiege #SydneyHostageCrisis,1900,0
We are now tracking helicopters in the area where #4U9525 went down,1421,0
Kosher restaurants closing across Paris. Schools nr latest incident locked down. #ParisAttacks,959,1
Picture of one of the women seen running from the #sydneysiege cafe. She is wearing a uniform with the Lindt logo,2224,1
"Following the #CharlieHebdo attack, three quarters of you say the media should publish satirical religious cartoons.",422,0
Our cowardice helped to allow this attack - @DAaronovitch on #CharlieHebdo,337,0
A man picks up burning tear gas can and throws it back at police. #ferguson pic by @kodacohen,1134,0
"Powerful image, yes. But it was drawn by @lucilleclerc, not by Banksy. Details:",900,1
Last known location of crashed Germanwings plane in French Alps:,1433,0
Actually amazing. RT @todmaffin: Things to remember. #OttawaShooting,1663,0
#BREAKING: Trocadero square in Paris is evacuated. Unconfirmed reports of a gunman there,969,1
French police: Hostage-taker at Paris market linked to #CharlieHebdo attack,967,1
Twitter campaign launched  following #CharlieHebdo massacre with #JeSuisCharlie (IAmCharlie).,223,0
"Press Council confirms ""at least one"" complaint against Daily Telegraph #sydneysiege special",1903,0
Here's a recap of the key points so far in the #GermanWings Alps plane crash. Live updates:,1461,0
Black flag held by #Sydneysiege hostages bears Islamic message of faith,2202,1
Ron Johnson says he would have liked to been consulted by #ferguson chief Jackson about today's release of info.,1284,0
Cartoonists Georges Wolinski and Cabu are among victims of attack on #CharlieHebdo in Paris,226,0
"Escaped #SydneySiege hostage, Elly Chen, a top student and skilled sportswoman",2258,1
#CharlieHebdo - Paris media attack kills 4 cartoonists including chief editor. #AFP,854,1
I've said it before and I'm saying it again... Who are they really afraid of again?? #Ferguson #MikeBrown,1101,0
Reports: Gunman in #sydneysiege claims bombs are scattered citywide:,2257,1
Irony is that this week's cover of Charlie Hebdo is an attack against Islamophobe writer Houellebecq,106,0
Police release pictures of man and woman suspected of shooting a policewoman in #ParisAttacks,698,0
"PHOTOS:: #Ferguson, Missouri, looks like a war zone",1097,0
"#CHARLIEHEBDO SHOOTING: Gunmen shouted 'we have avenged the prophet"" during attack - reports",839,1
"BREAKING: Name of co-pilot of crashed #Germanwings flight #4U9525 was German, Named  Andreas Lubitz",1566,1
Cartoonist @davpope takes on the #CharlieHebdo attack:,275,0
"Seven people reportedly taken away on stretchers, with paramedics treating five. #SydneySiege",2282,1
The flag held in #Sydney cafe window is a Shahadah flag (left) not an ISIS flag (right) #MartinPlace #sydneysiege,2108,1
12 people have reportedly been killed in a shooting at French satirical magazine Charlie Hebdo,168,0
"Snipers, helicopters turn French town Dammartin-en-Goele into warzone. Photo: Dominique Faget #AFP",747,0
BREAKING - Shooting on Parliament Hill. RCMP have weapons drawn #cdnpoli,1695,1
The entire world is rallying. The terrorists plan has backfired. 🇺🇸🇫🇷🇬🇧🇮🇹 #JeSuisCharlie #CharlieHedbo,741,0
Gunmen reportedly asked for victims by NAME before shooting them #CharlieHebdo. Live updates:,817,1
Video: The moment the police stormed the Sydney cafe. Police confirm the siege is now over.,2075,0
Update: Several people have emerged from the building where hostages in Sydney are being held,2186,1
"Today's #CharlieHebdo cover on Houellebecq: ""In 2022 I'll observe Ramadan""",7,0
LIVE A French AirForce C-135 still over the area of #Germanwings Crash.,1477,0
UPDATE: Attacker shot dead in Parliament after soldier shot at War Memorial,1729,1
"Approximate translation: ""Freedom of expression is spilling ink, not shedding blood."" #JeSuisCharlie",217,0
Everyone was out to support. #MikeBrown #Ferguson #UnionSquare #nyc4stl,1220,0
Relatives of those who died on board Germanwings Flight 9525 gathered near the crash site:,1508,0
"Hostages being held in Sydney, Australia cafe",2097,1
"Children being let out of school lockdown near Paris, as police hunt #CharlieHebdo suspects.",731,0
Our last position reports of the Germanwings plane shows a very rapid descent,1525,1
Why we must not let the Isis propoganda machine win #CharlieHebdo #JeSuisCharlie,394,0
A hostage runs towards a police officer outside Lindt cafe #SydneySiege #SydneyCafeSiege,2240,1
The Roots of Evil #CharlieHebdo,96,0
Thousands tweet declaring their solidarity with Muslims... #IllRideWithYou #sydneysiege,2024,0
Live coverage of the Sydney cafe hostage siege on @SkyNews and at,2200,1
Police have brought out the large gear in #Ferguson.,989,0
"We have no info, police want calm, everything is speculation, and this paper wants more sales. #sydneysiege",1890,0
"No matter how much you try to bring us down, one thing about Australian's is we ALWAYS stand together! 👍 #SydneySiege",1984,0
#CharlieHebdo - 11 dead including 2 police in Paris shooting. Photo: @MartinBureau1 #AFP,814,1
Stunning photos from Ottawa,1634,0
Video purportedly shows gunmen fleeing after opening fire at #CharlieHebdo offices in France.,222,0
"ID card of Said Kouachi, suspect in #CharlieHebdo attack, found in car left by 2 suspects",884,1
Coming soon to everyone's town. MT @ryanjreilly: Overkill in #Ferguson. Officer won't answer...why this is needed.,1188,0
The best &amp; most moving tributes to #CharlieHebdo:,449,0
UPDATE: The Australian Grand Mufti has strongly condemned the actions of the lone gunman in #SydneySiege. #9News,1920,0
"UPDATE: Jihadist in #Sydney standoff identified as Iranian sex assault, murder suspect:",2056,0
"#Ferguson RT @ryanjreilly: ""This is not open for discussion."" -- cop on loudspeaker, telling crowd to leave the area",1181,0
"Hours before the attack, #CharlieHebdo published a cartoon featuring the Islamic State:",64,0
Raw footage and live coverage of shooting at Parliament:,1596,0
Ambulance workers rush injured out moments ago #sydneysiege,2275,1
"what the FUCK are you looking at through a MOUNTED GUN SCOPE. they're PROTESTORS, not insurgents. #Ferguson",1186,0
WATCH LIVE: France 24 coverage of Germanwings plane crash -,1471,0
An eyewitness video shows a gunman shooting a police officer and driving away.,129,0
Stay Strong Canada.  #ottawashooting,1633,0
Sergeant-at-Arms of Canada's parliament called a hero for shooting gunman who entered building,1775,1
White twitter doing what they do best... #Ferguson #FergusonShooting,1078,0
Police blocking cars from entering #Ferguson right now,1194,0
"My heart goes out to the victims of GermanWings crashed near Marseille, France. 142 passengers, 6crew all feared dead",1544,1
French president Hollande does not expect survivors from #Germanwings plane crash,1444,0
At least 2 injured in new shootout in Eastern Paris / 5 hostages held in Kosher supermarket,958,1
Over 1000 French nationals gather in Martin Place in Sydney to remember victims of the #CharlieHebdo attack.,401,0
Several Paris supermarket hostages seen being evacuated in photo,791,0
WAKE UP!!! #Ferguson,1120,0
"Name of #Ferguson cop is expected to be released by 9 ET, police chief says:",1354,1
Excellent commentary on #Ferguson courtesy of @TedRall,1259,0
Armed Person Takes Hostages At Paris-Area Deli; Police Surround Charlie Hebdo Terrorists,677,0
RT @LatuffCartoons: So now let's talk seriously about #CharlieHebdo and Western double standard on freedom of speech,387,0
'Sick' people are actually taking selfies on the site of the #sydneysiege,1977,0
"To cap its liability, the airline has to prove it was without fault - Aviation Attorney Justin Green on #Germanwings",1507,0
"The irony, it hurts. Apple, who repeatedly censored #CharlieHebdo on its platforms, is now claiming ""to be Charlie""",639,0
#JeSuisCharlie moving minute of silence at #AFP headquarters for the victims of Charlie Hebdo,434,0
Scene right now just blocks from where #mikebrown was shot. #ferguson,1185,0
Sydney siege has now hit the 12 hour mark � live with latest summary of events,1976,0
Photos from the scene of the Paris shooting at #CharlieHebdo office:,93,0
UPDATE #Germanwings CRASH Here is the 3D flight path from FlightAware,1478,0
Forever remember Cpl. Nathan Cirillo. Never speak of the shooter. #OttawaShooting #StaySafeOttawa #StayStrongCanada,1815,1
Paris terror attacks: gunfire and explosions at Dammartin-en-Goele � live updates,771,0
BREAKING: French media reporting two suspects of #CharlieHebdo attack are killed | More at:,782,0
Serve and protect?... #Ferguson #Justice #UniteBlue,1328,0
"150 people were on board plane that crashed in France today, #Germanwings CEO says.",1554,1
BREAKING UPDATE: 2 more hostages leave #Sydneysiege site,2199,1
#JeSuisCharlie used across the world to show solidarity with #CharlieHebdo shooting victims,261,0
"Prayers out to mya, HU graduate who was shot while protesting in St. Louis! #MikeBrown #Ferguson",1350,1
Full statement from PM Abbott on #Sydneysiege #MartinPlace #Lindt.,2115,1
BREAKING NEWS: RACISM IS OVER. RT @ksdknews Important new image in #Ferguson via @leisazigman.,1155,0
"DEVELOPING: Police pursuing #CharlieHebdo shooting suspects, helicopters deployed - LIVE FEED:",917,1
"Ottawa Police confirms 1 gunman dead, 1 soldier killed in #OttawaShooting",1771,1
#HandsUpDontShoot Janelle Monae and her band stand in #solidarity w/#Ferguson #EndPoliceBrutality,1253,0
A tribute to the lives lost on #Germanwings Flight 9525 next on #AC360,1503,0
No one should live in a town where militarized police point loaded weapons at unarmed citizens #Ferguson,1106,0
Map showing the location of the #CharlieHebdo offices and the direction the attackers fled,80,0
Andreas Lubitiz was 'deemed unsuitable for flight duties' during  training #Germanwings,1576,1
NSW Police confirm three people have emerged from the Lindt cafe in Martin Place #sydneysiege,2184,1
"""At least 1 gunman"" in #SydneySiege (image of suspect not verified) No injuries known - police",2245,1
A loud bang was reportedly heard moments before a group of hostages fled the cafe,2262,1
#Ferguson #MikeBrown RT @cjayconrod: Day 2 of making bag lunches for protesters &amp; volunteers.,1299,0
#CharlieHebdo -  11 dead including 2 police in Paris shooting. Photo @MartinBureau1 #AFP,811,1
"#CharlieHebdo’s Charb: ""I would rather die standing up than live on my knees�",173,0
Australia's reaction to the #sydneysiege is magnificent #illridewithyou,2006,0
Witness To #MichaelBrown's Shooting Opens Up: He Was 'Shot Like An Animal',1163,0
Two women have emerged from the Lindt cafe in #Sydney. Five hostages are now out #sydneysiege,2193,1
Minute of silence for #CharlieHebdo. My heart is with France. Together we will protect our values,392,0
Cartoons don't insult me or my religion the brutal murder of innocent people does #JeSuisCharlie,436,0
Horrifying situation - siege at Sydney's Martin place Lindt cafe. Reports of up to 20 people held hostage inside,2089,1
Journalists in Beijing gather for #JeSuisCharlie photo. Police are not pleased,638,0
These hostages' faces say so much,2214,1
"Protestor on bull horn: ""Is this the Gaza Strip you bombin'"" #Ferguson",1085,0
The Twitter accounts @lufthansa and @germanwings have turned their logos black.,1475,0
"Again, when a cartoon is worth 1000 words | By Robert Mankoff The  @NewYorker Sept 2012 | #CharlieHebdo (@BobMankoff)",195,0
"On some Tiananmen shit. RT @sebwalker: Military-style police: 3 APCs, ~100 officers, high-powered rifles #Ferguson",1202,0
"We mourn WWF friend and supporter Tignous, killed in yesterday's Charlie Hebdo attack in Paris. #JeSuisCharlie",591,0
About 50 Australian Muslim groups issue statement condemning #SydneySiege,1938,0
These are the comments by @bobatl. Loud and wrong.  #MikeBrown #Ferguson,1319,0
Shaheen Hashmat: ‘Islam is defined by its followers. Moderate Muslims must act�,526,0
Two female hostages have run out of #SydneySiege. 5 in total have escaped,2195,1
Did you hear about the #LoveBomb by British Muslims at French Embassy London yday? #CharlieHebdo  @mrjamesob @LBC,342,0
Love is stronger than hate/L'amour plus fort que la haine h/t @bouckap #CharlieHebdo,151,0
BREAKING Last few positions of the @germanwings flight plotted on a map,1396,0
Moment of silence for Ottawa.,1686,0
"#Sydneysiege: 2 women flee #LindtCafe, a total of 5 hostages now free",2203,1
Family members of victims of @germanwings crash arrive at Barcelona's El Prat airport,1473,0
Gunfire and smoke reported at Charlie Hebdo suspect hostage scene,765,0
.@IvisonJ's first-hand account of the scene in Ottawa that will 'change this country forever',1657,0
"This is what they call ""justice"" in #Ferguson",1289,0
"LATEST: Numerous gunmen involved in #Ottawa shooting attacks, manhunt is on - police spokesman",1735,1
Cartoonists fight back. This may be the best yet. #JeSuisCharlie,559,0
BREAKING: @lufthansa and @germanwings @Lufthansa_DE have changed their logos to blac as a mark of respect,1469,0
Police have moved tank and repositioned to face protesters on sidewalk across the street. #ferguson,1193,0
Video: #CharlieHebdo's editor tells Al Jazeera why they are a target [2012],50,0
FIRST PHOTOS: Hostage pressed against a window. #SydneySiege,2119,1
A gunman holding hostages in a Sydney cafe is said to be demanding an #ISIS flag,2248,1
NHL postpones Wednesday's Leafs-Senators game due to tragedy in Ottawa,1767,1
Canadian soldier fatally shot identified as Nathan Cirillo.  #OttawaShooting #HamOnt #RIP,1791,1
"After #Ferguson shooting, nearly half of Americans don’t believe in justice � poll",1241,0
Wow. @newyorker cover. #charliehebdo,644,0
"White ppl, stop paralysis of analysis. All these flags say same thing: ISIS=Saudi=Taliban=Al-Nusra= #SydneySiege flag",2005,0
Germanwings flight #4U9525 (registration D-AIPX) was lost from Flightradar24 at 6800 feet at 09.39 UTC time.,1515,1
